"phase2a1_record_id","query_id","search_date","search_source","title","authors","year","doi_or_identifier","source_native_id","duplicate_group","screening_state","exclusion_reason","evidence_depth","full_text_access_status","evidence_location","proposed_corpus_record","raw_snapshot","notes"
"A1DEF-0487","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Concentration Inequalities and Model Selection","Massart, Pascal; Jean Picard","2007","10.1007/978-3-540-48503-2","https://openalex.org/W156419107","A1DEF-DUP-0431","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_venkataramanan_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0488","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Optimal aggregation of classifiers in statistical learning","A. B. Tsybakov","2004","10.1214/aos/1079120131","https://openalex.org/W2043919728","A1DEF-DUP-0432","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_venkataramanan_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0489","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Information-theoretic determination of minimax rates of convergence","Yuhong Yang; Andrew R. Barron","1999","10.1214/aos/1017939142","https://openalex.org/W1524622012","A1DEF-DUP-0433","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_venkataramanan_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0490","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Minimax Rates of Estimation for High-Dimensional Linear Regression Over $\ell_q$-Balls","Garvesh Raskutti; Martin J. Wainwright; Bin Yu","2011","10.1109/tit.2011.2165799","https://openalex.org/W2159700154","A1DEF-DUP-0434","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_venkataramanan_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0491","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Mathematical Foundations of Infinite-Dimensional Statistical Models","Evarist Giné; Richard Nickl","2015","10.1017/cbo9781107337862","https://openalex.org/W2344998188","A1DEF-DUP-0320","DUPLICATE","Duplicate occurrence of a record already dispositioned in this prospective ledger.","LEVEL_3_DISCOVERY","NOT_APPLICABLE","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_venkataramanan_backward_openalex.json","Duplicate search occurrence; retained evidence is attached to the first occurrence."
"A1DEF-0492","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","General formulas for capacity of classical-quantum channels","Masahito Hayashi; Hiroshi Nagaoka","2003","10.1109/tit.2003.813556","https://openalex.org/W2167830490","A1DEF-DUP-0435","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_venkataramanan_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0493","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Assouad, Fano, and Le Cam","Bin Yu","1997","10.1007/978-1-4612-1880-7_29","https://openalex.org/W1538452572","A1DEF-DUP-0436","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_venkataramanan_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0494","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Error exponent in asymmetric quantum hypothesis testing and its application to classical-quantum channel coding","Masahito Hayashi","2007","10.1103/physreva.76.062301","https://openalex.org/W2035972614","A1DEF-DUP-0437","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_venkataramanan_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0495","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Rate Minimaxity of the Lasso and Dantzig Selector for the l q Loss in l r Balls","Fei Ye; Cun‐Hui Zhang","2010","https://openalex.org/W2295765951","https://openalex.org/W2295765951","A1DEF-DUP-0438","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_venkataramanan_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0496","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Minimax Bounds for Active Learning","Rui Castro; Robert D. Nowak","2008","10.1109/tit.2008.920189","https://openalex.org/W2106447856","A1DEF-DUP-0439","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_venkataramanan_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0497","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Information Theoretic Bounds for Compressed Sensing","Shuchin Aeron; Venkatesh Saligrama; Manqi Zhao","2010","10.1109/tit.2010.2059891","https://openalex.org/W2109379066","A1DEF-DUP-0440","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_venkataramanan_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0498","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Dissipation of Information in Channels With Input Constraints","Yury Polyanskiy; Yihong Wu","2015","10.1109/tit.2015.2482978","https://openalex.org/W2129774678","A1DEF-DUP-0441","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_venkataramanan_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0499","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Lower Bounds for the Minimax Risk Using $f$-Divergences, and Applications","Adityanand Guntuboyina","2011","10.1109/tit.2011.2110791","https://openalex.org/W2101210333","A1DEF-DUP-0442","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_venkataramanan_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0500","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","A New Lower Bound for Multiple Hypothesis Testing","Lucien Birgé","2005","10.1109/tit.2005.844101","https://openalex.org/W2101412426","A1DEF-DUP-0443","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_venkataramanan_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0501","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","On estimating a density using Hellinger distance and some other strange facts","Lucien Birgé","1986","10.1007/bf00332312","https://openalex.org/W2116278188","A1DEF-DUP-0444","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_venkataramanan_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0502","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Bayesian &lt;inline-formula&gt; &lt;tex-math notation=""LaTeX""&gt;$M$ &lt;/tex-math&gt; &lt;/inline-formula&gt;-Ary Hypothesis Testing: The Meta-Converse and Verdú-Han Bounds Are Tight","Gonzalo Vazquez-Vilar; Adrià Tauste Campo; Albert Guillén i Fàbregas; Alfonso García Martínez","2016","10.1109/tit.2016.2542080","https://openalex.org/W2236569555","A1DEF-DUP-0445","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_venkataramanan_backward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0503","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Strong converses for group testing from finite blocklength results","Oliver Johnson","2017","10.1109/tit.2017.2697358","https://openalex.org/W1932586092","A1DEF-DUP-0168","DUPLICATE","Duplicate occurrence of a record already dispositioned in this prospective ledger.","LEVEL_3_DISCOVERY","NOT_APPLICABLE","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_venkataramanan_backward_openalex.json","Duplicate search occurrence; retained evidence is attached to the first occurrence."
"A1DEF-0504","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Fundamental Limits of Weak Recovery with Applications to Phase Retrieval","Marco Mondelli; Andrea Montanari","2018","10.1007/s10208-018-9395-y","https://openalex.org/W2750338112","A1DEF-DUP-0446","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_venkataramanan_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0505","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","An Introductory Guide to Fano’s Inequality with Applications in Statistical Estimation","Jonathan Scarlett; Volkan Cevher","2021","10.1017/9781108616799.017","https://openalex.org/W2906918961","A1DEF-DUP-0447","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_venkataramanan_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
"A1DEF-0506","PHASE2A1-SEARCH-0039","2026-07-31","OpenAlex","Neyman-Pearson Causal Inference","Joni Shaska; Urbashi Mitra","2024","10.1109/isit57864.2024.10619696","https://openalex.org/W4401692352","A1DEF-DUP-0448","FALSE_POSITIVE","Resolved at title/abstract/citation-context because the record was off-topic, application-specific, secondary, sequential-only, or methodologically redundant with a verified primary anchor; it was not retained and is not used to support a substantive or absence conclusion.","LEVEL_3_DISCOVERY","NOT_RETRIEVED","","","audit/phase2a1_raw_search_results/DEF/PHASE2A1-SEARCH-0039_venkataramanan_forward_openalex.json","Discovery-only; not used in synthesis or an absence conclusion."
